enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,prediction
26851,city_103,0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,12,10000+,Pvt Ltd,2,36,0.0,0.0
16130,city_103,0.92,Female,Has relevent experience,No Enrollment,Graduate,Other,5,10000+,Unknown,2,83,0.0,0.0
24634,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,0,Unknown,2,29,0.0,1.0
11157,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,1000-4999,Pvt Ltd,3,110,0.0,0.0
4335,city_103,0.92,Female,Has relevent experience,No Enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,>4,142,0.0,0.0
13669,city_100,0.887,Female,No relevent experience,Full time course,High School,Unknown,1,0,Unknown,1,31,0.0,1.0
1907,city_102,0.804,Male,No relevent experience,No Enrollment,High School,Unknown,2,<10,NGO,Never,145,0.0,0.0
1287,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,100-500,Pvt Ltd,2,6,0.0,0.0
19861,city_114,0.926,Not provided,No relevent experience,No Enrollment,High School,Unknown,5,0,Unknown,Never,48,0.0,0.0
32148,city_103,0.92,Male,Has relevent experience,No Enrollment,Masters,Arts,20,1000-4999,Pvt Ltd,>4,51,0.0,0.0
24636,city_73,0.754,Not provided,Has relevent experience,Part time course,High School,Unknown,2,100-500,Unknown,1,38,0.0,0.0
8678,city_134,0.698,Not provided,No relevent experience,Full time course,High School,Unknown,3,10000+,Public Sector,1,35,0.0,0.0
6514,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,13,100-500,Funded Startup,1,19,0.0,0.0
33203,city_103,0.92,Female,Has relevent experience,No Enrollment,Graduate,STEM,12,100-500,Pvt Ltd,>4,40,0.0,0.0
20022,city_103,0.92,Female,Has relevent experience,No Enrollment,Graduate,Arts,20,50-99,Pvt Ltd,2,100,0.0,0.0
23731,city_114,0.926,Male,Has relevent experience,No Enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1,92,0.0,0.0
16155,city_173,0.878,Male,No relevent experience,No Enrollment,Graduate,STEM,11,<10,Early Stage Startup,1,65,0.0,0.0
3746,city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,2,10-49,Funded Startup,Never,55,0.0,0.0
7093,city_114,0.926,Not provided,Has relevent experience,No Enrollment,Masters,STEM,20,500-999,Pvt Ltd,3,78,0.0,0.0
28056,city_16,0.91,Male,Has relevent experience,No Enrollment,Graduate,STEM,19,0,Unknown,4,92,0.0,1.0
20194,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,2,500-999,Pvt Ltd,1,72,0.0,0.0
23370,city_14,0.698,Not provided,No relevent experience,Full time course,Masters,STEM,4,0,Unknown,Never,17,1.0,1.0
10969,city_160,0.92,Male,No relevent experience,Full time course,High School,Unknown,5,100-500,Pvt Ltd,1,112,0.0,0.0
26363,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,0,Unknown,>4,35,1.0,1.0
11577,city_114,0.926,Male,Has relevent experience,No Enrollment,Graduate,Business Degree,4,100-500,Pvt Ltd,3,29,0.0,0.0
28185,city_136,0.897,Female,Has relevent experience,No Enrollment,Graduate,Arts,4,100-500,Pvt Ltd,1,132,0.0,0.0
21229,city_159,0.843,Male,No relevent experience,Full time course,Graduate,No Major,0,0,Unknown,Never,23,1.0,1.0
11445,city_114,0.926,Male,No relevent experience,No Enrollment,Masters,STEM,20,0,Unknown,>4,42,0.0,1.0
1671,city_103,0.92,Male,No relevent experience,No Enrollment,High School,Unknown,0,0,Unknown,Never,105,0.0,0.0
12887,city_84,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,6,0,Unknown,1,13,1.0,1.0
32118,city_159,0.843,Male,Has relevent experience,No Enrollment,Graduate,STEM,14,<10,Pvt Ltd,1,24,0.0,0.0
25594,city_75,0.939,Male,Has relevent experience,No Enrollment,Graduate,STEM,9,0,Pvt Ltd,Never,80,0.0,0.0
13102,city_73,0.754,Male,Has relevent experience,No Enrollment,Masters,STEM,20,0,Unknown,>4,41,0.0,1.0
22396,city_11,0.55,Male,Has relevent experience,Part time course,Masters,STEM,7,10000+,Pvt Ltd,1,56,0.0,1.0
13972,city_136,0.897,Male,Has relevent experience,No Enrollment,Masters,STEM,19,10-49,Pvt Ltd,>4,42,0.0,0.0
20908,city_61,0.913,Not provided,No relevent experience,Full time course,Masters,STEM,13,5000-9999,Public Sector,2,6,0.0,0.0
4531,city_71,0.884,Male,Has relevent experience,No Enrollment,Masters,STEM,12,100-500,Pvt Ltd,2,75,0.0,0.0
22980,city_103,0.92,Male,No relevent experience,No Enrollment,High School,Unknown,7,0,Unknown,1,56,1.0,1.0
14872,city_114,0.926,Male,Has relevent experience,No Enrollment,Masters,STEM,16,10000+,Pvt Ltd,1,10,0.0,0.0
22515,city_103,0.92,Male,No relevent experience,Full time course,High School,Unknown,4,0,Unknown,Never,44,0.0,0.0
31990,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,1000-4999,Public Sector,>4,50,0.0,0.0
11357,city_16,0.91,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,40,1.0,0.0
5732,city_114,0.926,Male,Has relevent experience,Full time course,High School,Unknown,9,100-500,Pvt Ltd,1,18,0.0,0.0
21556,city_21,0.624,Female,Has relevent experience,No Enrollment,Graduate,STEM,11,10000+,Pvt Ltd,1,51,1.0,1.0
1228,city_136,0.897,Male,Has relevent experience,No Enrollment,Masters,STEM,18,100-500,Funded Startup,>4,91,0.0,0.0
9140,city_21,0.624,Male,Has relevent experience,No Enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,132,1.0,1.0
568,city_160,0.92,Not provided,Has relevent experience,Part time course,Graduate,STEM,9,0,Unknown,3,55,0.0,1.0
26569,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,0,Unknown,3,47,0.0,1.0
31920,city_83,0.923,Male,No relevent experience,Full time course,Masters,STEM,4,0,Unknown,1,83,0.0,1.0
11847,city_45,0.89,Male,Has relevent experience,No Enrollment,Masters,STEM,12,50-99,Pvt Ltd,1,116,0.0,0.0
9389,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,8,10000+,Pvt Ltd,>4,51,0.0,0.0
20562,city_78,0.579,Male,No relevent experience,No Enrollment,Graduate,STEM,3,10000+,Pvt Ltd,Never,68,1.0,1.0
2762,city_65,0.802,Male,Has relevent experience,No Enrollment,Graduate,No Major,1,<10,Pvt Ltd,1,156,0.0,0.0
32024,city_103,0.92,Male,No relevent experience,No Enrollment,Graduate,Humanities,5,1000-4999,Public Sector,2,37,0.0,0.0
12615,city_11,0.55,Male,Has relevent experience,No Enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,228,1.0,1.0
8988,city_19,0.682,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,5,0,Unknown,2,22,0.0,1.0
15908,city_160,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,7,10-49,Funded Startup,2,2,0.0,0.0
12700,city_136,0.897,Male,Has relevent experience,No Enrollment,Masters,STEM,8,100-500,Pvt Ltd,1,143,0.0,0.0
4784,city_103,0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,20,<10,Pvt Ltd,4,91,0.0,0.0
27870,city_19,0.682,Female,No relevent experience,Full time course,High School,Unknown,4,0,Unknown,Never,152,1.0,0.0
11673,city_67,0.855,Male,Has relevent experience,Part time course,Masters,STEM,1,10000+,Pvt Ltd,1,47,0.0,0.0
1955,city_21,0.624,Male,Has relevent experience,No Enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,156,0.0,1.0
1954,city_61,0.913,Male,Has relevent experience,No Enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,1,218,0.0,0.0
3840,city_16,0.91,Other,No relevent experience,Full time course,Graduate,STEM,4,0,Unknown,2,62,1.0,1.0
8394,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,12,100-500,Unknown,>4,45,0.0,0.0
24181,city_7,0.647,Male,Has relevent experience,Part time course,Masters,STEM,11,10-49,Unknown,Never,24,0.0,0.0
23517,city_103,0.92,Male,No relevent experience,No Enrollment,High School,Unknown,4,0,Unknown,Never,21,0.0,0.0
157,city_40,0.7759999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,5,10000+,Pvt Ltd,Never,42,0.0,0.0
11347,city_75,0.939,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,10000+,Pvt Ltd,1,45,0.0,0.0
23136,city_103,0.92,Not provided,No relevent experience,No Enrollment,Graduate,Unknown,5,1000-4999,Pvt Ltd,>4,43,0.0,1.0
12567,city_21,0.624,Not provided,No relevent experience,Full time course,Masters,STEM,5,<10,Unknown,>4,7,1.0,1.0
6973,city_83,0.923,Male,No relevent experience,No Enrollment,Masters,STEM,19,500-999,Pvt Ltd,>4,31,0.0,0.0
13888,city_100,0.887,Male,Has relevent experience,Part time course,High School,Unknown,3,10-49,Pvt Ltd,1,14,0.0,0.0
29508,city_114,0.926,Male,Has relevent experience,No Enrollment,Masters,STEM,20,100-500,Pvt Ltd,1,24,0.0,0.0
2617,city_16,0.91,Not provided,No relevent experience,Full time course,Graduate,STEM,2,100-500,Pvt Ltd,1,28,0.0,0.0
31757,city_23,0.899,Male,Has relevent experience,No Enrollment,Graduate,STEM,12,100-500,Pvt Ltd,1,39,0.0,0.0
3552,city_114,0.926,Male,Has relevent experience,No Enrollment,High School,Unknown,16,<10,Pvt Ltd,Never,66,0.0,0.0
3411,city_61,0.913,Male,Has relevent experience,No Enrollment,Masters,STEM,17,<10,Funded Startup,1,11,0.0,0.0
8064,city_45,0.89,Male,Has relevent experience,No Enrollment,Graduate,STEM,9,0,Unknown,1,17,0.0,1.0
2406,city_114,0.926,Male,Has relevent experience,No Enrollment,Graduate,STEM,12,<10,Pvt Ltd,1,19,1.0,0.0
30405,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,10000+,Pvt Ltd,>4,126,0.0,0.0
10651,city_19,0.682,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,100-500,Pvt Ltd,2,14,0.0,0.0
21,city_73,0.754,Male,Has relevent experience,Full time course,Graduate,STEM,8,0,Unknown,2,90,0.0,1.0
23300,city_160,0.92,Not provided,No relevent experience,Full time course,Graduate,STEM,3,10-49,Funded Startup,1,123,0.0,0.0
29903,city_103,0.92,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,5,5000-9999,Pvt Ltd,2,51,0.0,0.0
23062,city_104,0.924,Not provided,No relevent experience,Full time course,Graduate,STEM,7,1000-4999,Public Sector,Never,19,0.0,0.0
26558,city_21,0.624,Male,Has relevent experience,No Enrollment,Graduate,STEM,6,10000+,Pvt Ltd,3,68,1.0,1.0
27503,city_103,0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,2,139,0.0,0.0
6770,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,100-500,Pvt Ltd,2,20,0.0,1.0
89,city_61,0.913,Not provided,No relevent experience,No Enrollment,High School,Unknown,6,0,Pvt Ltd,Never,10,0.0,0.0
24035,city_103,0.92,Male,No relevent experience,No Enrollment,Primary School,Unknown,9,0,Unknown,Never,10,0.0,0.0
26268,city_160,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,8,50-99,Unknown,2,8,0.0,0.0
9516,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,4,0,Unknown,2,44,0.0,1.0
27079,city_71,0.884,Male,Has relevent experience,No Enrollment,Masters,STEM,19,<10,Funded Startup,1,41,0.0,0.0
30289,city_103,0.92,Male,Has relevent experience,Part time course,Masters,STEM,11,500-999,Public Sector,>4,102,0.0,0.0
13034,city_103,0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,72,0.0,0.0
14217,city_114,0.926,Male,Has relevent experience,No Enrollment,Masters,STEM,14,500-999,Pvt Ltd,1,52,0.0,0.0
33118,city_103,0.92,Female,Has relevent experience,Part time course,Graduate,STEM,8,10000+,Pvt Ltd,1,43,0.0,0.0
29405,city_103,0.92,Other,Has relevent experience,No Enrollment,Graduate,STEM,15,10-49,Funded Startup,1,15,0.0,0.0
22663,city_16,0.91,Male,Has relevent experience,No Enrollment,Graduate,Humanities,0,10-49,Funded Startup,1,140,0.0,0.0
28477,city_21,0.624,Not provided,No relevent experience,Full time course,Masters,STEM,3,0,Unknown,1,57,1.0,1.0
1422,city_103,0.92,Male,No relevent experience,No Enrollment,Primary School,Unknown,0,0,Pvt Ltd,Never,39,0.0,0.0
19451,city_103,0.92,Not provided,Has relevent experience,No Enrollment,Masters,STEM,5,0,Unknown,1,18,1.0,1.0
2918,city_67,0.855,Male,Has relevent experience,No Enrollment,Masters,STEM,13,500-999,Pvt Ltd,4,70,0.0,0.0
29331,city_103,0.92,Male,Has relevent experience,No Enrollment,High School,Unknown,20,50-99,Unknown,1,246,0.0,0.0
32071,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,9,1.0,0.0
10727,city_21,0.624,Female,Has relevent experience,Part time course,Graduate,STEM,18,10-49,Unknown,Never,38,0.0,1.0
7744,city_45,0.89,Male,Has relevent experience,Part time course,Graduate,STEM,7,50-99,Early Stage Startup,1,31,0.0,0.0
22543,city_50,0.8959999999999999,Male,Has relevent experience,No Enrollment,Masters,Humanities,10,50-99,Pvt Ltd,1,31,0.0,0.0
18596,city_61,0.913,Male,No relevent experience,No Enrollment,Masters,STEM,2,0,Public Sector,1,34,0.0,0.0
8741,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,50-99,Pvt Ltd,2,19,0.0,0.0
7163,city_115,0.789,Male,Has relevent experience,No Enrollment,Graduate,STEM,2,0,Unknown,Never,23,1.0,1.0
24983,city_16,0.91,Not provided,Has relevent experience,No Enrollment,Phd,STEM,7,1000-4999,Public Sector,1,81,0.0,0.0
22662,city_67,0.855,Male,Has relevent experience,No Enrollment,Masters,STEM,20,10000+,Pvt Ltd,1,107,0.0,0.0
31651,city_16,0.91,Male,No relevent experience,Full time course,Primary School,Unknown,9,0,Unknown,Never,29,0.0,0.0
16951,city_160,0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,20,50-99,NGO,>4,13,1.0,0.0
4324,city_103,0.92,Female,No relevent experience,Full time course,Graduate,STEM,5,0,Unknown,1,24,0.0,1.0
9855,city_16,0.91,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,50-99,Pvt Ltd,>4,57,0.0,0.0
26394,city_11,0.55,Male,No relevent experience,No Enrollment,Primary School,Unknown,0,0,Unknown,1,216,0.0,1.0
10218,city_104,0.924,Male,Has relevent experience,No Enrollment,Masters,STEM,20,50-99,NGO,1,12,0.0,0.0
16556,city_16,0.91,Male,Has relevent experience,No Enrollment,Graduate,STEM,5,100-500,NGO,1,88,0.0,0.0
10338,city_157,0.769,Male,Has relevent experience,Part time course,Masters,STEM,11,0,Unknown,1,17,0.0,1.0
17231,city_36,0.893,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,1000-4999,Pvt Ltd,1,32,0.0,0.0
29514,city_104,0.924,Male,No relevent experience,Full time course,Graduate,STEM,4,0,Unknown,1,96,1.0,1.0
20972,city_103,0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,20,1000-4999,Pvt Ltd,>4,37,0.0,0.0
24662,city_98,0.949,Male,Has relevent experience,No Enrollment,Graduate,STEM,12,5000-9999,Pvt Ltd,2,158,0.0,0.0
964,city_46,0.762,Male,Has relevent experience,No Enrollment,Graduate,STEM,19,0,Unknown,1,64,1.0,1.0
4168,city_16,0.91,Not provided,Has relevent experience,No Enrollment,Masters,Business Degree,15,1000-4999,Pvt Ltd,2,1,0.0,0.0
5,city_67,0.855,Male,Has relevent experience,No Enrollment,Masters,STEM,10,<10,Early Stage Startup,1,12,0.0,0.0
28250,city_103,0.92,Male,Has relevent experience,No Enrollment,High School,Unknown,6,10000+,Pvt Ltd,1,4,0.0,0.0
1787,city_21,0.624,Male,Has relevent experience,No Enrollment,Graduate,STEM,4,100-500,Pvt Ltd,2,17,0.0,1.0
23004,city_103,0.92,Not provided,Has relevent experience,No Enrollment,Masters,Other,4,50-99,Funded Startup,2,125,0.0,0.0
18506,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,1,50-99,Pvt Ltd,1,22,0.0,1.0
16390,city_43,0.516,Male,Has relevent experience,No Enrollment,Graduate,STEM,4,0,Unknown,Never,43,0.0,1.0
20140,city_103,0.92,Female,Has relevent experience,No Enrollment,Graduate,STEM,20,0,Unknown,>4,55,1.0,1.0
23143,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,Other,9,10-49,Pvt Ltd,1,91,0.0,0.0
31602,city_103,0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,20,10000+,Pvt Ltd,1,7,0.0,0.0
15236,city_16,0.91,Male,Has relevent experience,No Enrollment,Graduate,STEM,17,50-99,Pvt Ltd,1,118,0.0,0.0
29625,city_16,0.91,Male,No relevent experience,No Enrollment,Masters,STEM,20,10000+,Unknown,2,15,0.0,0.0
9307,city_21,0.624,Not provided,Has relevent experience,No Enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,2,158,0.0,1.0
18995,city_67,0.855,Not provided,No relevent experience,Part time course,High School,Unknown,2,0,Unknown,Never,112,0.0,0.0
3715,city_16,0.91,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,0,Unknown,4,232,1.0,0.0
11580,city_16,0.91,Male,No relevent experience,No Enrollment,Graduate,STEM,6,0,Unknown,Never,14,1.0,1.0
30250,city_114,0.926,Male,Has relevent experience,No Enrollment,Graduate,STEM,13,10-49,Funded Startup,3,154,0.0,0.0
28823,city_89,0.925,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,13,100-500,Pvt Ltd,>4,292,1.0,0.0
1301,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,1000-4999,NGO,1,117,0.0,0.0
21116,city_103,0.92,Male,No relevent experience,Part time course,Graduate,STEM,2,1000-4999,Pvt Ltd,1,160,0.0,0.0
24477,city_100,0.887,Male,Has relevent experience,Part time course,Graduate,STEM,15,0,Unknown,1,164,0.0,1.0
9088,city_115,0.789,Female,No relevent experience,Full time course,Graduate,STEM,3,0,Unknown,Never,144,1.0,1.0
23704,city_114,0.926,Male,Has relevent experience,No Enrollment,Masters,STEM,20,50-99,Pvt Ltd,>4,4,0.0,0.0
20186,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,8,0,Unknown,Never,100,1.0,1.0
29336,city_16,0.91,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,50-99,Pvt Ltd,1,27,0.0,0.0
6947,city_16,0.91,Not provided,Has relevent experience,No Enrollment,High School,Unknown,16,50-99,Pvt Ltd,2,69,0.0,0.0
32168,city_160,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,42,0.0,0.0
20221,city_103,0.92,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,20,10-49,Pvt Ltd,>4,28,0.0,0.0
22528,city_21,0.624,Not provided,Has relevent experience,No Enrollment,Graduate,Unknown,16,0,Unknown,>4,67,0.0,1.0
21455,city_114,0.926,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,55,0.0,0.0
30181,city_103,0.92,Male,No relevent experience,No Enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,4,45,0.0,0.0
12608,city_114,0.926,Male,No relevent experience,Part time course,Graduate,STEM,5,100-500,Public Sector,2,28,0.0,0.0
28519,city_16,0.91,Male,Has relevent experience,No Enrollment,Masters,STEM,20,500-999,Pvt Ltd,1,34,1.0,0.0
29925,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,2,0,Unknown,Never,78,1.0,0.0
23422,city_21,0.624,Male,No relevent experience,No Enrollment,High School,Unknown,0,0,Unknown,Never,91,1.0,1.0
6219,city_160,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,0,Unknown,1,88,1.0,1.0
25207,city_103,0.92,Male,No relevent experience,Part time course,Graduate,STEM,6,10000+,Pvt Ltd,>4,57,0.0,0.0
25766,city_71,0.884,Male,No relevent experience,Full time course,Masters,STEM,14,100-500,Public Sector,3,96,0.0,0.0
25809,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,18,1000-4999,Pvt Ltd,4,23,0.0,0.0
21995,city_16,0.91,Male,Has relevent experience,No Enrollment,Graduate,STEM,16,0,Unknown,1,140,0.0,0.0
31812,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,1,84,1.0,1.0
11448,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,0,Unknown,Never,22,1.0,1.0
4356,city_162,0.767,Male,Has relevent experience,Part time course,Graduate,STEM,6,100-500,Pvt Ltd,1,95,0.0,0.0
28517,city_136,0.897,Male,No relevent experience,No Enrollment,Masters,STEM,12,10-49,Funded Startup,2,14,0.0,0.0
28382,city_173,0.878,Male,Has relevent experience,No Enrollment,Masters,STEM,17,100-500,Pvt Ltd,2,218,0.0,0.0
32733,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,6,0,Unknown,Never,61,1.0,1.0
16117,city_103,0.92,Not provided,No relevent experience,Full time course,Masters,STEM,7,<10,Early Stage Startup,1,80,0.0,0.0
11783,city_101,0.5579999999999999,Male,No relevent experience,No Enrollment,High School,Unknown,5,0,Unknown,Never,38,0.0,1.0
25511,city_99,0.915,Male,Has relevent experience,No Enrollment,Graduate,Humanities,3,50-99,Pvt Ltd,2,68,0.0,0.0
14303,city_114,0.926,Not provided,Has relevent experience,Part time course,Graduate,STEM,11,0,Unknown,4,61,1.0,1.0
32932,city_10,0.895,Male,Has relevent experience,Part time course,Masters,Other,20,1000-4999,Pvt Ltd,>4,18,0.0,0.0
28174,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,No Major,15,500-999,Public Sector,1,109,0.0,0.0
29750,city_136,0.897,Male,Has relevent experience,No Enrollment,High School,Unknown,20,0,Unknown,4,76,0.0,0.0
31905,city_103,0.92,Female,No relevent experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,1,57,0.0,1.0
27836,city_16,0.91,Male,Has relevent experience,No Enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,2,24,1.0,0.0
1520,city_75,0.939,Female,No relevent experience,No Enrollment,Graduate,Humanities,8,10-49,NGO,>4,74,0.0,0.0
14641,city_16,0.91,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,2,140,0.0,0.0
15175,city_16,0.91,Female,Has relevent experience,No Enrollment,Graduate,STEM,20,100-500,NGO,>4,37,0.0,0.0
8793,city_73,0.754,Not provided,No relevent experience,Part time course,Graduate,STEM,12,1000-4999,Public Sector,>4,114,0.0,0.0
20416,city_98,0.949,Male,Has relevent experience,No Enrollment,High School,Unknown,20,0,Unknown,Never,149,0.0,0.0
10170,city_103,0.92,Male,Has relevent experience,No Enrollment,Phd,STEM,9,100-500,Funded Startup,1,40,0.0,0.0
19879,city_114,0.926,Not provided,Has relevent experience,Part time course,Graduate,STEM,4,10000+,Unknown,1,272,0.0,0.0
3525,city_103,0.92,Female,Has relevent experience,No Enrollment,Graduate,Other,20,0,Unknown,1,68,1.0,1.0
24586,city_136,0.897,Male,Has relevent experience,No Enrollment,Masters,STEM,6,10-49,Early Stage Startup,1,91,0.0,0.0
19275,city_16,0.91,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,50-99,Pvt Ltd,>4,111,0.0,0.0
29742,city_158,0.7659999999999999,Not provided,Has relevent experience,Full time course,Graduate,STEM,5,10-49,Pvt Ltd,1,39,0.0,0.0
24476,city_64,0.6659999999999999,Male,No relevent experience,Full time course,High School,Unknown,2,0,Unknown,Never,44,1.0,0.0
26175,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,20,0,Unknown,>4,36,0.0,1.0
9666,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,8,100-500,Pvt Ltd,>4,40,0.0,0.0
12523,city_71,0.884,Not provided,Has relevent experience,No Enrollment,Masters,STEM,11,0,Unknown,1,111,0.0,1.0
4048,city_114,0.926,Male,Has relevent experience,Part time course,High School,Unknown,18,100-500,Pvt Ltd,1,13,0.0,0.0
4269,city_67,0.855,Female,Has relevent experience,No Enrollment,Graduate,STEM,14,50-99,Pvt Ltd,2,72,0.0,0.0
30925,city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,2,0,Unknown,1,88,0.0,1.0
23909,city_50,0.8959999999999999,Male,Has relevent experience,No Enrollment,Graduate,STEM,12,50-99,Pvt Ltd,>4,7,0.0,0.0
18923,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,4,0,Unknown,Never,21,1.0,1.0
9396,city_71,0.884,Female,Has relevent experience,No Enrollment,Graduate,STEM,3,500-999,Pvt Ltd,>4,55,0.0,0.0
6614,city_76,0.698,Male,Has relevent experience,No Enrollment,Masters,STEM,20,50-99,Pvt Ltd,2,132,0.0,0.0
25458,city_83,0.923,Male,No relevent experience,Full time course,High School,Unknown,1,<10,Funded Startup,1,105,0.0,0.0
3891,city_33,0.4479999999999999,Male,No relevent experience,Full time course,High School,Unknown,4,0,Unknown,Never,31,0.0,1.0
14637,city_141,0.763,Male,Has relevent experience,No Enrollment,Masters,STEM,5,<10,Pvt Ltd,1,68,1.0,0.0
21137,city_50,0.8959999999999999,Male,Has relevent experience,No Enrollment,Masters,Business Degree,20,0,Unknown,>4,110,0.0,0.0
17880,city_114,0.926,Male,Has relevent experience,No Enrollment,Graduate,Humanities,6,0,Unknown,2,12,0.0,1.0
5347,city_127,0.745,Not provided,No relevent experience,Full time course,Graduate,STEM,6,0,Pvt Ltd,Never,50,0.0,0.0
11697,city_115,0.789,Female,No relevent experience,No Enrollment,Graduate,STEM,17,0,Unknown,>4,40,0.0,1.0
14569,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,2,68,1.0,1.0
25405,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,35,0.0,0.0
2475,city_65,0.802,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,8,500-999,Pvt Ltd,1,4,0.0,0.0
12688,city_114,0.926,Male,No relevent experience,No Enrollment,Graduate,STEM,10,50-99,Pvt Ltd,3,150,0.0,0.0
30426,city_21,0.624,Not provided,No relevent experience,Full time course,Graduate,STEM,3,0,Pvt Ltd,Never,106,1.0,1.0
9346,city_39,0.898,Male,Has relevent experience,No Enrollment,Graduate,STEM,14,50-99,Pvt Ltd,>4,244,0.0,0.0
1128,city_100,0.887,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,20,10000+,Pvt Ltd,4,12,1.0,0.0
18355,city_21,0.624,Female,Has relevent experience,No Enrollment,Masters,STEM,8,50-99,Pvt Ltd,>4,102,1.0,1.0
649,city_21,0.624,Not provided,Has relevent experience,Full time course,Graduate,STEM,4,100-500,Funded Startup,2,236,0.0,1.0
19810,city_114,0.926,Male,Has relevent experience,Part time course,Masters,STEM,13,10000+,Pvt Ltd,2,42,0.0,0.0
1892,city_103,0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,2,0,Unknown,1,33,1.0,1.0
5657,city_13,0.8270000000000001,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,5000-9999,Pvt Ltd,>4,16,0.0,0.0
